남강농원,http://www.sweet4u.co.kr/,,경상남도,진주시,육류,딸기
삼시세끼,http://www.goldrice.net/,,경상남도,진주시,버섯류,쌀
라이스콜,http://www.ricecall.com/,,경상남도,진주시,과채류,쌀
고고팜,http://www.gogofarm.co.kr/,,경상남도,진주시,육류,배
나포리농원,http://www.nongbuga.co.kr/,,경상남도,통영시,곡류,체험마을
한퇴골팜,http://www.dalae.co.kr/,,경상남도,통영시,과일류,다래
청강채농장,http://www.ckcp.co.kr/,,경상남도,통영시,육류,파프리카
서른일곱농장,http://www.37nongbu.co.kr/,,경상남도,통영시,버섯류,다래
피타야농장,http://www.typitaya.co.kr/,,경상남도,통영시,과채류,망고
옥돌농장,http://www.yokjigoguma.co.kr/,,경상남도,통영시,곡류,고구마
썬농장,http://www.yokjifarm.co.kr/,,경상남도,통영시,과일류,고구마
대평난농원,http://www.dpfarm.co.kr/,,경상남도,통영시,육류,난
황토매실농장,http://www.tymaesil.co.kr/,,경상남도,통영시,버섯류,매실
흑마늘농장,http://www.tyagfi.co.kr/,,경상남도,통영시,과채류,마늘
햇살농원,http://www.tysunfarm.co.kr/,,경상남도,통영시,곡류,다래
미나리농장,http://www.tyminari.com/,,경상남도,통영시,과일류,미나리
토마토누리,http://www.tomatonuri.com/,,경상남도,사천시,육류,토마토
봄춘농장,http://bomchun.farmmoa.com/,,경상남도,사천시,버섯류,토마토
인이농원,http://www.inifarm.com/,,경상남도,사천시,과채류,토마토
토마토피아,http://www.tomatopia.net/,,경상남도,사천시,곡류,토마토
성원토마토,http://www.tomajjang.co.kr/,,경상남도,사천시,과일류,토마토
유정토마토,http://www.tomatoma.co.kr/,,경상남도,사천시,육류,토마토
새미골매실농원,http://www.maesilkorea.net/,,경상남도,사천시,버섯류,매실
사천농원,http://www.4000nongwon.net/,,경상남도,사천시,과채류,감
일진농원,http://www.iljinkiwi.com/,,경상남도,사천시,곡류,다래
서포참다래,http://www.spkiwi.co.kr/,,경상남도,사천시,과일류,다래
실안참다래,http://www.skiwi.co.kr/,,경상남도,사천시,육류,다래
큰나라,http://www.bignara.net/,,경상남도,사천시,버섯류,파프리카
사천또바기감,http://ddobagegam.com/,,경상남도,사천시,곡류,감
노루밭원슴단감,http://saseumdangam.com/,,경상남도,사천시,과일류,감
사천농원,http://www.4000nongwon.net/,,경상남도,사천시,육류,감
가을단감농원,http://4000ff.com/,,경상남도,사천시,버섯류,감
가람농원,http://www.4000garam.co.kr/,,경상남도,사천시,과채류,감
명당농원,http://mdfarm.co.kr/,,경상남도,사천시,곡류,감
사천녹미,http://4000nokmi.com/,,경상남도,사천시,과일류,쌀
남사예담촌,http://yedam.go2vil.org/,,경상남도,산청군,과채류,체험마을
부농농장,http://www.bunongfarm.com/,,경상남도,산청군,과일류,고구마
지리산신등표고버섯,http://sindeung.puruemi.com/,,경상남도,산청군,육류,표고버섯
지리산털보농원,http://www.tulbo.co.kr/,,경상남도,산청군,과채류,체험마을
한국쏘가리김진규연구소,http://www.e-ssogari.co.kr/,,경상남도,산청군,곡류,쏘가리
홍화원,http://www.honghwawon.co.kr/,,경상남도,산청군,과일류,산수유
지리산마,http://www.jirisanma.com/,,경상남도,산청군,육류,마
초록빛마을,http://www.bbongcha.co.kr/,,경상남도,산청군,버섯류,차
지리산 덕산곶감,http://www.deoksangam.co.kr/,,경상남도,산청군,과일류,곶감
지리산 산청 누에가루,http://www.nue.co.kr/,,경상남도,산청군,육류,누에
새로운 곶감,http://www.newgam.co.kr/,,경상남도,산청군,버섯류,곶감
산청벌꿀,http://www.honey2u.com/,,경상남도,산청군,과채류,벌꿀
산청쌀 ,http://www.haepssal.com/,,경상남도,산청군,곡류,쌀
차황 상법마을,http://www.hwangmaegol.co.kr/,,경상남도,산청군,과일류,체험마을
사담동천정보화마을,http://sadam.invil.org/ ,,충청북도,괴산군,과채류,체험마을
조령산체험마을,http://one.invil.org/ ,,충청북도,괴산군,곡류,체험마을
둔율올갱이마을,http://seven.invil.org/ ,,충청북도,괴산군,육류,체험마을
숲이랑사오랑마을,http://saorang.invil.org/ ,,충청북도,괴산군,버섯류,체험마을
고드미마을,http://cafe.daum.net/GODMEE ,,충청북도,청원군,과채류,체험마을
연꽃마을,http://www.lotusvill.net/ ,,충청북도,청원군,곡류,체험마을
벌랏한지마을,http://bulat.go2vil.org/ ,,충청북도,청원군,과일류,체험마을
고추박사이종민,http://www.gochumi.co.kr/,,충청북도,음성군,버섯류,고추
선돌농원,http://www.mejoo.co.kr/,,충청북도,음성군,과일류,장류
수정산농원,http://www.soojungsan.com/,,충청북도,음성군,육류,장류
베짱이감농원,http://bj.mywebpage.kr/,,충청북도,옥천군,곡류,감
여울복숭아,http://www.yeouldo.com/,,충청북도,옥천군,육류,복숭아
창말해누리농장,http://new.hi-farm.com/store/H09043,,충청북도,옥천군,버섯류,쌀
그린농원,http://www.greenfarms.co.kr/,,충청북도,옥천군,버섯류,묘목
중앙농원,http://www.jafarm.com/,,충청북도,옥천군,과채류,묘목
서대느타리버섯농원,http://new.hi-farm.com/store/D03025/,,충청북도,옥천군,육류,느타리버섯
서원동농원,http://www.jeongdoryung.com/,,충청북도,옥천군,버섯류,복숭아
야콘사랑,http://yaconlove.com/yacon/,,충청북도,옥천군,과채류,야콘
황산포도마을,http://hspodo.invil.org/,,충청북도,영동군,곡류,포도
금강모치마을,http://mochi.go2vil.org/,,충청북도,영동군,과일류,체험마을
비단강숲마을,http://bidangang.invil.org/,,충청북도,영동군,육류,체험마을
시항골마을,http://www.sihang.co.kr/,,충청북도,영동군,버섯류,체험마을
솔향기수박마을,http://sol.invil.org/,,충청북도,영동군,과채류,체험마을
가공명품화사업단,http://www.jpginseng.or.kr/,,충청북도,증평군,과일류,인삼제품
장이익어가는마을,http://jang.invil.org/,,충청북도,증평군,육류,장류
증안골정보화마을,http://jpgol.invil.org/,,충청북도,증평군,버섯류,체험마을
상그린마을,http://www.sanggreen.co.kr/,,충청북도,증평군,과채류,체험마을
정안녹색농촌마을,http://jungangol.co.kr/,,충청북도,증평군,곡류,체험마을
칠갑산찬옥농장,http://cyfarm.co.kr/,,충청남도,청양군,육류,표고버섯
한국블루베리연구소,http://www.kbba.or.kr/,,충청남도,청양군,버섯류,블루베리
청양고추랜드,http://www.gochuland.co.kr/,,충청남도,청양군,과채류,고추
글로벌농장,http://www.galbam.com/,,충청남도,청양군,곡류,밤
부운농장,http://www.albam4.com/,,충청남도,청양군,과일류,밤
칠갑산꿀농원,http://honeyjoa.com/,,충청남도,청양군,과채류,벌꿀
칠갑산양봉원,http://www.besthoney.co.kr/,,충청남도,청양군,곡류,벌꿀
혜선식품,http://www.hyesun.co.kr/,,충청남도,청양군,과일류,닭고기
"칠갑산농장,건강마을",http://www.7farm.kr/,,충청남도,청양군,육류,체험마을
청양가파마을,http://gapa.go2vil.org/,,충청남도,청양군,곡류,체험마을
칠갑산구기자한과,http://www.gugijahangwa.com/,,충청남도,청양군,육류,한과
문당환경농업마을,http://mundang.invil.org/,,충청남도,홍성군,버섯류,체험마을
구아바농원,http://www.guavamall.com/,,충청남도,홍성군,과채류,구아바
거북이마을,http://geobuki.go2vil.org/,,충청남도,홍성군,곡류,체험마을
논산농원,http://www.ipm21.com/,,충청남도,논산시,버섯류,체험마을
주옥농장,http://www.sagwa.net/,,충청남도,논산시,과채류,사과
태경딸기농원,http://www.dalkiya.com/,,충청남도,논산시,곡류,딸기
푸른들농원,http://www.bluefield.co.kr/,,충청남도,논산시,과일류,블루베리
한가네농장,http://www.hangane.kr/,,충청남도,논산시,육류,배
해오름농원,http://www.apple-land.net/,,충청남도,논산시,버섯류,사과
굿모닝딸기농원,http://www.goodmorningsb.com/,,충청남도,논산시,과채류,딸기
빨간딸기농원,http://www.redddalki.com/,,충청남도,논산시,곡류,딸기
가나안농장,http://www.cnafarm.com/,,충청남도,논산시,과일류,사과
가야약선마을,http://www.yaksun114.co.kr/,,충청남도,예산군,버섯류,체험마을
수암골농원,http://gayapg.puruemi.com/,,충청남도,예산군,과채류,표고버섯
게으름뱅이농장,http://blog.naver.com/baram0020,,충청남도,예산군,곡류,체험마을
금오영농,http://blog.naver.com/nckim1939,,충청남도,예산군,과일류,표고버섯
굼꾸는 하이디,http://blog.naver.com/dotks2000,,충청남도,예산군,육류,사과
넝쿨농장,http://blog.naver.com/choi0641,,충청남도,예산군,버섯류,수박
덕현농원,http://blog.naver.com/asaa767,,충청남도,예산군,과채류,사과
도림버섯촌,http://www.himush.co.kr/,,충청남도,예산군,곡류,송이버섯
돌다리농원,http://blog.naver.com/sma3332909,,충청남도,예산군,과일류,사과
떼골농장,http://blog.naver.com/sangro1004,,충청남도,예산군,육류,딸기
민균이네인삼농장,http://blog.naver.com/mami322,,충청남도,예산군,버섯류,인삼제품
복사과,http://www.boksakwa.co.kr/,,충청남도,예산군,과채류,사과
부림농원,http://blog.naver.com/bjj2783,,충청남도,예산군,곡류,사과
산에들에표고농장,http://blog.naver.com/ysmkim1021,,충청남도,예산군,과일류,표고버섯
산진농원,http://blog.naver.com/gate201,,충청남도,예산군,육류,장류
삽다리전통한과,http://blog.naver.com/sapdare,,충청남도,예산군,버섯류,한과
삽다리한과,http://www.sapdari.co.kr/,,충청남도,예산군,과채류,한과
슬기농원,http://blog.naver.com/kgy2654,,충청남도,예산군,곡류,사과
시골맛,http://www.tlrhfakt.com/,,충청남도,예산군,과일류,배
아람농장,http://www.ijoaapple.com/,,충청남도,예산군,육류,사과
안마을농장,http://www.anmaulssal.co.kr/,,충청남도,예산군,버섯류,쌀
안심농원,http://gaksimul.com.ne.kr/,,충청남도,예산군,과채류,사과
열매소리,http://www.homsil.co.kr/,,충청남도,예산군,곡류,쌀
예당농부,http://www.ydfm.kr/,,충청남도,예산군,과일류,약초
예당버섯,http://www.ydmush.com/,,충청남도,예산군,육류,송이버섯
예산사과농원,http://www.ysapple.com/,,충청남도,예산군,버섯류,사과
운두란,http://blog.naver.com/jkpiano3927,,충청남도,예산군,곡류,장류
은솔매실농원,http://blog.naver.com/sym5262,,충청남도,예산군,과일류,매실
은행&약초식물원,http://www.gsgingko.co.kr/,,충청남도,예산군,육류,약초
은헤농장 옥골사과,http://blog.naver.com/lkj88211,,충청남도,예산군,버섯류,사과
이라이스,http://blog.naver.com/leejaey7,,충청남도,예산군,과채류,쌀
정다운고구마,http://blog.naver.com/ddule0318,,충청남도,예산군,곡류,고구마
해비치농장,http://blog.naver.com/white025013,,충청남도,예산군,과일류,체험마을
휴무스팜,http://blog.naver.com/ljw9959,,충청남도,예산군,육류,블루베리
자연이 살아있는 마을,http://www.nvill.co.kr/,,충청남도,태안군,버섯류,고추
법산연꽃체험마을,http://www.beopsanlotus.co.kr/,,충청남도,태안군,과채류,체험마을
가을국화,http://blog.naver.com/imagine3000,,충청남도,태안군,곡류,약초
매화둠벙마을,http://dumbeong.go2vil.org/,,충청남도,태안군,과일류,체험마을
땅이친구 쉼터농장,http://www.ddangfarm.com/,,충청남도,태안군,육류,체험마을
갯바람아래 태안장터,http://www.gohyangmart.co.kr/,,충청남도,태안군,버섯류,마늘
백합영농조합법인,http://www.happylily.com/,,충청남도,태안군,과채류,백합
야산농원,http://www.yasanfarm.co.kr/,,충청남도,태안군,곡류,쌀
노을지는 갯마을,http://www.seavillage.net/,,충청남도,태안군,과일류,체험마을
조개부리마을,http://jogae.go2vil.org/,,충청남도,태안군,육류,체험마을
노을이머무는 해변,http://www.ssbeach.co.kr/,,충청남도,태안군,과채류,체험마을
뜨락애,http://www.ddrak-ae.com/,,충청남도,태안군,곡류,체험마을
농심농장,http://www.nongsimfarm.co.kr/,,충청남도,태안군,과일류,고구마
백화산농원,http://www.podosarang.co.kr/,,충청남도,태안군,육류,체험마을
통가리농장,http://www.tonggari.co.kr/,,충청남도,태안군,버섯류,체험마을
한백농장,http://www.hanbaekfarm.co.kr/,,충청남도,태안군,과채류,고구마
농가맛집곰섬나루,http://www.gomseom.com/,,충청남도,태안군,곡류,체험마을
볏가리마을,http://byutgari.go2vil.org/,,충청남도,태안군,육류,체험마을
유명농장,http://www.ymfarm.com/,,충청남도,태안군,버섯류,고추
미르의 농원,http://www.mirfarm.co.kr/,,충청남도,태안군,곡류,꽃
금산군문화관광포탈,http://tour.geumsan.go.kr/,,충청남도,금산군,과일류,체험마을
금강농바우마을,http://nongbau.go2vil.org/,,충청남도,금산군,육류,체험마을
추부깻잎정보화마을,http://chubu.invil.org/,,충청남도,금산군,버섯류,체험마을
인삼약초정보화마을,http://insamherb.invil.org/,,충청남도,금산군,과채류,인삼제품
금산용화마을,http://dragon.go2vil.org/,,충청남도,금산군,곡류,체험마을
부리수통정보화마을,http://sutong.invil.org/,,충청남도,금산군,과일류,체험마을
태양목장,http://www.solfarm.co.kr/,,충청남도,부여군,육류,체험마을
서부여참벗작목반,http://www.seobuyeonh.com/,,충청남도,부여군,버섯류,감자
월명산농원,http://gtvapple.com/,,충청남도,부여군,과채류,사과
사비팜,http://sabi.co.kr/,,충청남도,부여군,곡류,차
굿두레매실농원,http://duremaesil.com/,,충청남도,부여군,과일류,체험마을
맛고을농원,http://buyeobae.com/,,충청남도,부여군,육류,배
세도장군마을,http://sedo.invil.org/,,충청남도,부여군,버섯류,체험마을
신암 친환경 마을,http://sinam.invil.org/,,충청남도,부여군,과채류,체험마을
외가집,http://jangjoa.net/,,충청남도,부여군,곡류,장류
토마투,http://www.toma2.co.kr/,,충청남도,부여군,과일류,토마토
노루골농원,http://www.goodbarm.co.kr/,,충청남도,부여군,버섯류,밤
딸부자네꿀,http://www.buyeohoney.com/mobile/,,충청남도,부여군,곡류,벌꿀
유미농원,http://yoomifarm.com/mobile/,,충청남도,부여군,과일류,밤
꿈들농원,http://www.kkumdul.com/mobile/,,충청남도,부여군,육류,고구마
장수버섯농장,http://www.lingzhi.co.kr/,,충청남도,부여군,버섯류,영지버섯
웃골농원,http://utgolfarm.com/,,충청남도,부여군,과채류,밤
달하산농장,http://dalhasan.puruemi.com/,,충청남도,부여군,과일류,밤
한길버섯농원,http://mushfarm.co.kr/,,충청남도,서천군,버섯류,표고버섯
고메골,http://www.gomegol.com/,,충청남도,서천군,과채류,장류
참진식품,http://www.cjfd.co.kr/,,충청남도,서천군,육류,한과
아리랜드,http://www.ariland.net/,,충청남도,서천군,곡류,체험마을
해가마을,http://www.hegamaul.com/,,충청남도,서천군,과일류,장류
아산기쁨두배마을 ,http://www.asan.go.kr/sub_page/sub_page.,,충청남도,아산시,육류,체험마을
영인내이랑마을 ,http://www.asan.go.kr/sub_page/sub_page.,,충청남도,아산시,버섯류,체험마을
송악스머프마을 ,http://www.asan.go.kr/sub_page/sub_page.,,충청남도,아산시,과채류,체험마을
농촌체험관광마을 ,http://www.asan.go.kr/sub_page/sub_page.,,충청남도,아산시,곡류,체험마을
농촌체험휴양마을 ,http://www.asan.go.kr/sub_page/sub_page.,,충청남도,아산시,과일류,체험마을
